ISSN,journal,DOI,year,citations,impact_factor_rank,category
0895-2779,Journal of Sport &amp; Exercise Psychology,10.1123/jsep.2020-0043,2021,26,357,PSYCHOLOGY
0022-0221,Journal of Cross-Cultural Psychology,10.1177/0022022120985318,2021,9,273,"PSYCHOLOGY, SOCIAL"
1875-7235,GEDRAG &amp; ORGANISATIE REVIEW,10.37896/gor33.04/082,2020,0,777,"PSYCHOLOGY, APPLIED"
0742-6046,Psychology &amp; Marketing,10.1002/mar.v38.1,2021,1,14,"PSYCHOLOGY, APPLIED"
0197-4556,The Arts in Psychotherapy,10.1016/j.aip.2020.101753,2021,4,507,"PSYCHOLOGY, CLINICAL"
0003-6870,Applied Ergonomics,10.1016/j.apergo.2020.103347,2021,5,155,"PSYCHOLOGY, APPLIED"
0010-9452,Cortex,10.1016/j.cortex.2020.12.002,2021,0,125,"PSYCHOLOGY, EXPERIMENTAL"
0885-2006,Early Childhood Research Quarterly,10.1016/j.ecresq.2020.12.001,2021,20,132,"PSYCHOLOGY, DEVELOPMENTAL"
1573-3351,Dreaming,10.1037/drm0000143,2020,0,663,"PSYCHOLOGY, MULTIDISCIPLINARY"
1573-3351,Dreaming,10.1037/drm0000151,2020,2,663,"PSYCHOLOGY, MULTIDISCIPLINARY"
1573-3351,Dreaming,10.1037/drm0000152,2020,4,663,"PSYCHOLOGY, MULTIDISCIPLINARY"
1939-1544,Rehabilitation Psychology,10.1037/rep0000365,2021,3,419,"PSYCHOLOGY, CLINICAL"
1939-1544,Rehabilitation Psychology,10.1037/rep0000369,2021,28,419,"PSYCHOLOGY, CLINICAL"
1939-1544,Rehabilitation Psychology,10.1037/rep0000373,2021,4,419,"PSYCHOLOGY, CLINICAL"
1939-1544,Rehabilitation Psychology,10.1037/rep0000376,2021,3,419,"PSYCHOLOGY, CLINICAL"
2329-0390,Psychology of Sexual Orientation and Gender Diversity,10.1037/sgd0000457,2022,22,98,PSYCHOLOGY
2329-0390,Psychology of Sexual Orientation and Gender Diversity,10.1037/sgd0000465,2020,0,98,PSYCHOLOGY
0014-0139,Ergonomics,10.1080/00140139.2020.1850882,2021,15,362,PSYCHOLOGY
1082-6084,Substance Use &amp; Misuse,10.1080/10826084.2020.1862233,2021,1,456,PSYCHOLOGY
1359-432X,European Journal of Work and Organizational Psychology,10.1080/1359432x.2020.1864329,2021,10,75,"PSYCHOLOGY, APPLIED"
1901-2276,Nordic Psychology,10.1080/19012276.2020.1863852,2022,10,709,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.2015.50.issue-2,2015,1,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.2016.51.issue-3,2016,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.2017.52.issue-4,2017,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.2018.53.issue-1,2018,1,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.2019.v54.issue-4,2019,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.v54.5,2019,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
1328-4207,Clinical Psychologist,10.1111/cp.2018.22.issue-3,2018,0,576,PSYCHOLOGY
0149-2063,Journal of Management,10.1177/0149206320979658,2022,13,9,"PSYCHOLOGY, APPLIED"
0272-4316,The Journal of Early Adolescence,10.1177/0272431620983453,2021,4,409,"PSYCHOLOGY, DEVELOPMENTAL"
0886-2605,Journal of Interpersonal Violence,10.1177/0886260520983924,2021,16,227,"PSYCHOLOGY, APPLIED"
1073-1911,Assessment,10.1177/1073191120980063,2022,2,106,"PSYCHOLOGY, CLINICAL"
0012-1630,Developmental Psychobiology,10.1002/dev.21995,2021,0,425,PSYCHOLOGY
0012-1630,Developmental Psychobiology,10.1002/dev.v63.1,2021,0,425,PSYCHOLOGY
0742-6046,Psychology &amp; Marketing,10.1002/mar.21438,2021,11,14,"PSYCHOLOGY, APPLIED"
0742-6046,Psychology &amp; Marketing,10.1002/mar.21440,2021,41,14,"PSYCHOLOGY, APPLIED"
0742-6046,Psychology &amp; Marketing,10.1002/mar.21442,2021,15,14,"PSYCHOLOGY, APPLIED"
0033-3085,Psychology in the Schools,10.1002/pits.22472,2021,3,444,"PSYCHOLOGY, EDUCATIONAL"
0146-7239,Motivation and Emotion,10.1007/s11031-020-09858-y,2021,0,463,"PSYCHOLOGY, EXPERIMENTAL"
0145-2134,Child Abuse &amp; Neglect,10.1016/j.chiabu.2020.104906,2021,8,110,"PSYCHOLOGY, SOCIAL"
0010-0277,Cognition,10.1016/j.cognition.2020.104559,2021,1,195,"PSYCHOLOGY, EXPERIMENTAL"
0010-0277,Cognition,10.1016/j.cognition.2020.104569,2021,1,195,"PSYCHOLOGY, EXPERIMENTAL"
2468-7499,European Journal of Trauma &amp; Dissociation,10.1016/j.ejtd.2020.100192,2021,2,417,"PSYCHOLOGY, CLINICAL"
0167-8760,International Journal of Psychophysiology,10.1016/j.ijpsycho.2020.12.006,2021,3,258,PSYCHOLOGY
0028-3932,Neuropsychologia,10.1016/j.neuropsychologia.2020.107735,2021,7,410,"PSYCHOLOGY, EXPERIMENTAL"
0028-3932,Neuropsychologia,10.1016/j.neuropsychologia.2020.107740,2021,2,410,"PSYCHOLOGY, EXPERIMENTAL"
0749-5978,Organizational Behavior and Human Decision Processes,10.1016/j.obhdp.2020.12.002,2021,28,114,"PSYCHOLOGY, APPLIED"
1469-0292,Psychology of Sport and Exercise,10.1016/j.psychsport.2020.101882,2021,6,151,PSYCHOLOGY
1573-3351,Dreaming,10.1037/drm0000154,2020,1,663,"PSYCHOLOGY, MULTIDISCIPLINARY"
1939-2176,Journal of Educational Psychology,10.1037/edu0000554,2022,12,28,"PSYCHOLOGY, EDUCATIONAL"
1931-1516,Emotion,10.1037/emo0000920,2022,7,112,"PSYCHOLOGY, EXPERIMENTAL"
0894-4105,Neuropsychology,10.1037/neu0000705.supp,2021,0,237,PSYCHOLOGY
1949-2715,"Personality Disorders: Theory, Research, and Treatment",10.1037/per0000444.supp,2021,0,166,"PSYCHOLOGY, CLINICAL"
0735-7028,Professional Psychology: Research and Practice,10.1037/pro0000373,2020,0,514,"PSYCHOLOGY, MULTIDISCIPLINARY"
1939-1544,Rehabilitation Psychology,10.1037/rep0000372,2021,24,419,"PSYCHOLOGY, CLINICAL"
1939-1544,Rehabilitation Psychology,10.1037/rep0000374,2021,24,419,"PSYCHOLOGY, CLINICAL"
0279-1072,Journal of Psychoactive Drugs,10.1080/02791072.2020.1865592,2021,14,346,"PSYCHOLOGY, CLINICAL"
0306-9885,British Journal of Guidance &amp; Counselling,10.1080/03069885.2020.1861428,2023,2,638,"PSYCHOLOGY, APPLIED"
1047-4412,Journal of Educational and Psychological Consultation,10.1080/10474412.2020.1866582,2022,0,664,"PSYCHOLOGY, EDUCATIONAL"
0004-9530,Australian Journal of Psychology,10.1111/ajpy.2015.67.issue-4,2015,0,103,"PSYCHOLOGY, MULTIDISCIPLINARY"
0004-9530,Australian Journal of Psychology,10.1111/ajpy.2016.68.issue-1,2016,1,103,"PSYCHOLOGY, MULTIDISCIPLINARY"
0004-9530,Australian Journal of Psychology,10.1111/ajpy.2016.68.issue-2,2016,0,103,"PSYCHOLOGY, MULTIDISCIPLINARY"
0004-9530,Australian Journal of Psychology,10.1111/ajpy.2016.68.issue-3,2016,0,103,"PSYCHOLOGY, MULTIDISCIPLINARY"
0004-9530,Australian Journal of Psychology,10.1111/ajpy.2018.70.issue-4,2018,1,103,"PSYCHOLOGY, MULTIDISCIPLINARY"
0004-9530,Australian Journal of Psychology,10.1111/ajpy.2019.71.issue-2,2019,0,103,"PSYCHOLOGY, MULTIDISCIPLINARY"
0004-9530,Australian Journal of Psychology,10.1111/ajpy.v71.3,2019,0,103,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.2017.52.issue-2,2017,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.2018.53.issue-4,2018,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.2019.54.issue-3,2019,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
1328-4207,Clinical Psychologist,10.1111/cp.2016.20.issue-1,2016,0,576,PSYCHOLOGY
1328-4207,Clinical Psychologist,10.1111/cp.2016.20.issue-3,2016,0,576,PSYCHOLOGY
1328-4207,Clinical Psychologist,10.1111/cp.2017.21.issue-1,2017,0,576,PSYCHOLOGY
1328-4207,Clinical Psychologist,10.1111/cp.2017.21.issue-2,2017,0,576,PSYCHOLOGY
1328-4207,Clinical Psychologist,10.1111/cp.2019.23.issue-2,2019,0,576,PSYCHOLOGY
1328-4207,Clinical Psychologist,10.1111/cp.v24.2,2020,0,576,PSYCHOLOGY
1525-0008,Infancy,10.1111/infa.12380,2021,8,408,"PSYCHOLOGY, DEVELOPMENTAL"
0268-1064,Mind &amp; Language,10.1111/mila.12329,2021,39,436,"PSYCHOLOGY, EXPERIMENTAL"
0268-1064,Mind &amp; Language,10.1111/mila.12347,2022,2,436,"PSYCHOLOGY, EXPERIMENTAL"
1473-3145,Counselling and Psychotherapy Research,10.1002/capr.12380,2021,2,566,"PSYCHOLOGY, CLINICAL"
0276-3478,International Journal of Eating Disorders,10.1002/eat.23458,2021,16,51,PSYCHOLOGY
0021-9762,Journal of Clinical Psychology,10.1002/jclp.23102,2021,15,257,"PSYCHOLOGY, CLINICAL"
1057-9249,Psycho-Oncology,10.1002/pon.5617,2021,3,130,PSYCHOLOGY
0278-2626,Brain and Cognition,10.1016/j.bandc.2020.105676,2021,5,326,"PSYCHOLOGY, EXPERIMENTAL"
0005-7967,Behaviour Research and Therapy,10.1016/j.brat.2020.103801,2021,21,64,"PSYCHOLOGY, CLINICAL"
0361-476X,Contemporary Educational Psychology,10.1016/j.cedpsych.2020.101940,2021,116,76,"PSYCHOLOGY, EDUCATIONAL"
0885-2006,Early Childhood Research Quarterly,10.1016/j.ecresq.2020.12.002,2021,23,132,"PSYCHOLOGY, DEVELOPMENTAL"
0167-9457,Human Movement Science,10.1016/j.humov.2020.102744,2021,13,488,PSYCHOLOGY
0092-6566,Journal of Research in Personality,10.1016/j.jrp.2020.104060,2021,6,230,"PSYCHOLOGY, SOCIAL"
1939-2176,Journal of Educational Psychology,10.1037/edu0000653,2021,6,28,"PSYCHOLOGY, EDUCATIONAL"
1931-1516,Emotion,10.1037/emo0000928,2021,8,112,"PSYCHOLOGY, EXPERIMENTAL"
1930-7802,"Group Dynamics: Theory, Research, and Practice",10.1037/gdn0000129,2022,4,437,"PSYCHOLOGY, SOCIAL"
1064-1297,Experimental and Clinical Psychopharmacology,10.1037/pha0000441,2020,0,274,"PSYCHOLOGY, BIOLOGICAL"
2329-0390,Psychology of Sexual Orientation and Gender Diversity,10.1037/sgd0000463,2021,26,98,PSYCHOLOGY
2329-0382,Psychology of Sexual Orientation and Gender Diversity,10.1037/sgd0000464,2020,0,98,PSYCHOLOGY
1942-969X,"Psychological Trauma: Theory, Research, Practice, and Policy",10.1037/tra0000980,2021,23,204,"PSYCHOLOGY, CLINICAL"
0020-7411,International Journal of Mental Health,10.1080/00207411.2020.1855050,2021,7,545,"PSYCHOLOGY, CLINICAL"
0022-4545,The Journal of Social Psychology,10.1080/00224545.2020.1860883,2021,5,450,"PSYCHOLOGY, SOCIAL"
0951-5070,Counselling Psychology Quarterly,10.1080/09515070.2020.1860906,2022,2,483,"PSYCHOLOGY, APPLIED"
1061-5806,"Anxiety, Stress, &amp; Coping",10.1080/10615806.2020.1866173,2021,2,294,"PSYCHOLOGY, MULTIDISCIPLINARY"
1061-5806,"Anxiety, Stress, &amp; Coping",10.1080/10615806.2020.1867717,2021,4,294,"PSYCHOLOGY, MULTIDISCIPLINARY"
0163-4445,Journal of Family Therapy,10.1111/1467-6427.12323,2021,3,600,"PSYCHOLOGY, CLINICAL"
0004-9530,Australian Journal of Psychology,10.1111/ajpy.2016.68.issue-4,2016,0,103,"PSYCHOLOGY, MULTIDISCIPLINARY"
0004-9530,Australian Journal of Psychology,10.1111/ajpy.2017.69.issue-3,2017,1,103,"PSYCHOLOGY, MULTIDISCIPLINARY"
0004-9530,Australian Journal of Psychology,10.1111/ajpy.v71.4,2019,0,103,"PSYCHOLOGY, MULTIDISCIPLINARY"
0004-9530,Australian Journal of Psychology,10.1111/ajpy.v72.2,2020,0,103,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.2016.51.issue-1,2016,2,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.2017.52.issue-5,2017,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.2019.54.issue-2,2019,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.v55.5,2020,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.v55.6,2020,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
1328-4207,Clinical Psychologist,10.1111/cp.2019.23.issue-1,2019,0,576,PSYCHOLOGY
1328-4207,Clinical Psychologist,10.1111/cp.v24.3,2020,0,576,PSYCHOLOGY
1363-755X,Developmental Science,10.1111/desc.13081,2021,21,149,"PSYCHOLOGY, DEVELOPMENTAL"
0022-4537,Journal of Social Issues,10.1111/josi.12412,2021,32,70,"PSYCHOLOGY, SOCIAL"
0093-8548,Criminal Justice and Behavior,10.1177/0093854820983848,2021,15,338,"PSYCHOLOGY, CLINICAL"
0093-8548,Criminal Justice and Behavior,10.1177/0093854820983853,2021,11,338,"PSYCHOLOGY, CLINICAL"
0886-2605,Journal of Interpersonal Violence,10.1177/0886260520984432,2022,7,227,"PSYCHOLOGY, APPLIED"
1875-7235,GEDRAG &amp; ORGANISATIE REVIEW,10.37896/gor33.04/083,2020,0,777,"PSYCHOLOGY, APPLIED"
0276-3478,International Journal of Eating Disorders,10.1002/eat.23456,2021,1,51,PSYCHOLOGY
0276-3478,International Journal of Eating Disorders,10.1002/eat.23463,2021,77,51,PSYCHOLOGY
2046-0252,PsyCh Journal,10.1002/pchj.410,2021,14,559,"PSYCHOLOGY, MULTIDISCIPLINARY"
0306-4603,Addictive Behaviors,10.1016/j.addbeh.2020.106812,2021,8,90,"PSYCHOLOGY, CLINICAL"
0197-4556,The Arts in Psychotherapy,10.1016/j.aip.2020.101754,2021,11,507,"PSYCHOLOGY, CLINICAL"
1939-0599,Developmental Psychology,10.1037/dev0001138,2021,17,148,"PSYCHOLOGY, DEVELOPMENTAL"
1939-0599,Developmental Psychology,10.1037/dev0001141,2021,10,148,"PSYCHOLOGY, DEVELOPMENTAL"
1939-0599,Developmental Psychology,10.1037/dev0001143,2021,17,148,"PSYCHOLOGY, DEVELOPMENTAL"
1573-3696,Journal of Psychotherapy Integration,10.1037/int0000252,2021,11,435,"PSYCHOLOGY, CLINICAL"
1939-1544,Rehabilitation Psychology,10.1037/rep0000371,2021,18,419,"PSYCHOLOGY, CLINICAL"
1740-5629,European Journal of Developmental Psychology,10.1080/17405629.2020.1869538,2021,11,427,"PSYCHOLOGY, DEVELOPMENTAL"
0004-9530,Australian Journal of Psychology,10.1111/ajpy.2017.69.issue-1,2017,1,103,"PSYCHOLOGY, MULTIDISCIPLINARY"
0004-9530,Australian Journal of Psychology,10.1111/ajpy.2018.70.issue-1,2018,0,103,"PSYCHOLOGY, MULTIDISCIPLINARY"
0004-9530,Australian Journal of Psychology,10.1111/ajpy.2019.71.issue-1,2019,0,103,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.2015.50.issue-6,2015,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.2016.51.issue-2,2016,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.2016.51.issue-4,2016,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.2016.51.issue-6,2016,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.2017.52.issue-6,2017,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.2018.53.issue-6,2018,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.v54.6,2019,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.v55.2,2020,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.v55.3,2020,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.v55.4,2020,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
1328-4207,Clinical Psychologist,10.1111/cp.2015.19.issue-1,2015,1,576,PSYCHOLOGY
1328-4207,Clinical Psychologist,10.1111/cp.2017.21.issue-3,2017,0,576,PSYCHOLOGY
1328-4207,Clinical Psychologist,10.1111/cp.v24.1,2020,0,576,PSYCHOLOGY
0014-7370,Family Process,10.1111/famp.12627,2021,1,226,"PSYCHOLOGY, CLINICAL"
1368-4302,Group Processes &amp; Intergroup Relations,10.1177/1368430220974758,2022,3,71,"PSYCHOLOGY, SOCIAL"
2041-6695,i-Perception,10.1177/2041669520981096,2020,2,283,"PSYCHOLOGY, EXPERIMENTAL"
0021-8855,Journal of Applied Behavior Analysis,10.1002/jaba.806,2021,6,184,"PSYCHOLOGY, CLINICAL"
1532-3005,Stress and Health,10.1002/smi.3021,2021,4,153,PSYCHOLOGY
0197-4556,The Arts in Psychotherapy,10.1016/j.aip.2020.101752,2021,6,507,"PSYCHOLOGY, CLINICAL"
0010-9452,Cortex,10.1016/j.cortex.2020.12.012,2021,0,125,"PSYCHOLOGY, EXPERIMENTAL"
0147-1767,International Journal of Intercultural Relations,10.1016/j.ijintrel.2020.12.002,2021,18,263,"PSYCHOLOGY, SOCIAL"
1053-0797,Dreaming,10.1037/drm0000155,2020,0,663,"PSYCHOLOGY, MULTIDISCIPLINARY"
0894-4105,Neuropsychology,10.1037/neu0000700.supp,2021,0,237,PSYCHOLOGY
1942-969X,"Psychological Trauma: Theory, Research, Practice, and Policy",10.1037/tra0000624,2021,3,204,"PSYCHOLOGY, CLINICAL"
1942-969X,"Psychological Trauma: Theory, Research, Practice, and Policy",10.1037/tra0000996,2021,209,204,"PSYCHOLOGY, CLINICAL"
0306-9885,British Journal of Guidance &amp; Counselling,10.1080/03069885.2020.1862757,2022,2,638,"PSYCHOLOGY, APPLIED"
0965-8211,Memory,10.1080/09658211.2020.1868525,2022,5,327,"PSYCHOLOGY, EXPERIMENTAL"
1061-5806,"Anxiety, Stress, &amp; Coping",10.1080/10615806.2020.1866174,2021,18,294,"PSYCHOLOGY, MULTIDISCIPLINARY"
1092-6771,"Journal of Aggression, Maltreatment &amp; Trauma",10.1080/10926771.2020.1866136,2021,9,486,"PSYCHOLOGY, CLINICAL"
0004-9530,Australian Journal of Psychology,10.1111/ajpy.2015.67.issue-3,2015,1,103,"PSYCHOLOGY, MULTIDISCIPLINARY"
0004-9530,Australian Journal of Psychology,10.1111/ajpy.v72.3,2020,0,103,"PSYCHOLOGY, MULTIDISCIPLINARY"
0004-9530,Australian Journal of Psychology,10.1111/ajpy.v72.4,2020,0,103,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.2015.50.issue-3,2015,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.2016.51.issue-5,2016,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.2018.53.issue-2,2018,1,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
0005-0067,Australian Psychologist,10.1111/ap.2019.54.issue-1,2019,0,359,"PSYCHOLOGY, MULTIDISCIPLINARY"
1359-107X,British Journal of Health Psychology,10.1111/bjhp.12496,2021,9,104,"PSYCHOLOGY, CLINICAL"
1328-4207,Clinical Psychologist,10.1111/cp.2015.19.issue-3,2015,1,576,PSYCHOLOGY
1328-4207,Clinical Psychologist,10.1111/cp.v23.3,2019,0,576,PSYCHOLOGY
0014-7370,Family Process,10.1111/famp.12624,2021,4,226,"PSYCHOLOGY, CLINICAL"
1073-1911,Assessment,10.1177/1073191120981763,2022,6,106,"PSYCHOLOGY, CLINICAL"
1359-1053,Journal of Health Psychology,10.1177/1359105320982042,2022,7,254,"PSYCHOLOGY, CLINICAL"
2079-3200,Journal of Intelligence,10.3390/jintelligence9010001,2020,53,196,"PSYCHOLOGY, MULTIDISCIPLINARY"
2411-5118,Sexes,10.3390/sexes2010001,2020,9,568,"PSYCHOLOGY, MULTIDISCIPLINARY"
1063-3995,Clinical Psychology &amp; Psychotherapy,10.1002/cpp.2544,2021,21,142,"PSYCHOLOGY, CLINICAL"
0012-1630,Developmental Psychobiology,10.1002/dev.22083,2021,2,425,PSYCHOLOGY
0306-4603,Addictive Behaviors,10.1016/j.addbeh.2020.106813,2021,12,90,"PSYCHOLOGY, CLINICAL"
0306-4603,Addictive Behaviors,10.1016/j.addbeh.2020.106814,2021,2,90,"PSYCHOLOGY, CLINICAL"
2468-7499,European Journal of Trauma &amp; Dissociation,10.1016/j.ejtd.2020.100193,2021,5,417,"PSYCHOLOGY, CLINICAL"
2468-7499,European Journal of Trauma &amp; Dissociation,10.1016/j.ejtd.2020.100195,2021,132,417,"PSYCHOLOGY, CLINICAL"
2468-7499,European Journal of Trauma &amp; Dissociation,10.1016/j.ejtd.2020.100197,2021,5,417,"PSYCHOLOGY, CLINICAL"
1041-6102,International Psychogeriatrics,10.1017/s104161022000407x,2020,1,57,PSYCHOLOGY
1041-6102,International Psychogeriatrics,10.1017/s104161022000410x,2020,0,57,PSYCHOLOGY
1573-3351,Dreaming,10.1037/drm0000153,2020,0,663,"PSYCHOLOGY, MULTIDISCIPLINARY"
1573-3424,International Journal of Stress Management,10.1037/str0000223,2021,7,399,"PSYCHOLOGY, APPLIED"
0965-8211,Memory,10.1080/09658211.2020.1868527,2022,1,327,"PSYCHOLOGY, EXPERIMENTAL"
1363-2752,Emotional and Behavioural Difficulties,10.1080/13632752.2020.1861853,2020,4,522,"PSYCHOLOGY, EDUCATIONAL"
0305-1862,"Child: Care, Health and Development",10.1111/cch.12847,2021,4,441,"PSYCHOLOGY, DEVELOPMENTAL"
0363-0234,Suicide and Life-Threatening Behavior,10.1111/sltb.12704,2021,4,216,"PSYCHOLOGY, MULTIDISCIPLINARY"
0886-2605,Journal of Interpersonal Violence,10.1177/0886260520984265,2022,9,227,"PSYCHOLOGY, APPLIED"
2076-328X,Behavioral Sciences,10.3390/bs11010003,2020,3,251,"PSYCHOLOGY, MULTIDISCIPLINARY"
1473-3145,Counselling and Psychotherapy Research,10.1002/capr.12377,2021,4,566,"PSYCHOLOGY, CLINICAL"
0747-5632,Computers in Human Behavior,10.1016/j.chb.2020.106675,2021,259,12,"PSYCHOLOGY, EXPERIMENTAL"
0145-2134,Child Abuse &amp; Neglect,10.1016/j.chiabu.2020.104866,2021,8,110,"PSYCHOLOGY, SOCIAL"
1090-5138,Evolution and Human Behavior,10.1016/j.evolhumbehav.2020.12.001,2021,4,162,"PSYCHOLOGY, BIOLOGICAL"
0191-8869,Personality and Individual Differences,10.1016/j.paid.2020.110604,2021,14,105,"PSYCHOLOGY, SOCIAL"
1269-1763,Pratiques Psychologiques,10.1016/j.prps.2020.12.001,2021,3,718,PSYCHOLOGY
0042-6989,Vision Research,10.1016/j.visres.2020.10.004,2021,17,510,PSYCHOLOGY
1015-5759,European Journal of Psychological Assessment,10.1027/1015-5759/a000622,2021,4,141,"PSYCHOLOGY, APPLIED"
1015-5759,European Journal of Psychological Assessment,10.1027/1015-5759/a000630,2021,8,141,"PSYCHOLOGY, APPLIED"
0022-2895,Journal of Motor Behavior,10.1080/00222895.2020.1863319,2021,0,609,PSYCHOLOGY
1050-3307,Psychotherapy Research,10.1080/10503307.2020.1862934,2022,20,232,"PSYCHOLOGY, CLINICAL"
1050-8422,Ethics &amp; Behavior,10.1080/10508422.2020.1859376,2022,2,371,"PSYCHOLOGY, MULTIDISCIPLINARY"
1088-8438,Scientific Studies of Reading,10.1080/10888438.2020.1867863,2021,6,175,"PSYCHOLOGY, EDUCATIONAL"
1357-650X,Laterality,10.1080/1357650x.2020.1866001,2021,10,647,"PSYCHOLOGY, EXPERIMENTAL"
1385-4046,The Clinical Neuropsychologist,10.1080/13854046.2020.1849803,2021,83,165,PSYCHOLOGY
0898-929X,Journal of Cognitive Neuroscience,10.1162/jocn_a_01667,2021,7,154,"PSYCHOLOGY, EXPERIMENTAL"
0898-929X,Journal of Cognitive Neuroscience,10.1162/jocn_a_01668,2021,12,154,"PSYCHOLOGY, EXPERIMENTAL"
0002-7642,American Behavioral Scientist,10.1177/0002764220975060,2021,9,300,"PSYCHOLOGY, CLINICAL"
0022-0221,Journal of Cross-Cultural Psychology,10.1177/0022022120982370,2021,11,273,"PSYCHOLOGY, SOCIAL"
0022-1678,Journal of Humanistic Psychology,10.1177/0022167820978131,2023,0,556,"PSYCHOLOGY, MULTIDISCIPLINARY"
0143-0343,School Psychology International,10.1177/0143034320983399,2021,11,467,"PSYCHOLOGY, EDUCATIONAL"
1668-7027,Interdisciplinaria Revista de Psicología y Ciencias Afines,10.16888/interd.2020.37.2.10,2020,0,683,"PSYCHOLOGY, MULTIDISCIPLINARY"
1668-7027,Interdisciplinaria Revista de Psicología y Ciencias Afines,10.16888/interd.2020.37.2.11,2020,3,683,"PSYCHOLOGY, MULTIDISCIPLINARY"
1668-7027,Interdisciplinaria Revista de Psicología y Ciencias Afines,10.16888/interd.2020.37.2.6,2020,10,683,"PSYCHOLOGY, MULTIDISCIPLINARY"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.602623,2020,7,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
0091-0562,American Journal of Community Psychology,10.1002/ajcp.12487,2020,20,118,"PSYCHOLOGY, MULTIDISCIPLINARY"
1939-3792,Autism Research,10.1002/aur.2461,2021,26,32,"PSYCHOLOGY, DEVELOPMENTAL"
0894-9867,Journal of Traumatic Stress,10.1002/jts.22642,2021,29,278,"PSYCHOLOGY, CLINICAL"
1476-9263,Psychotherapy and Politics International,10.1002/ppi.1574,2020,0,737,"PSYCHOLOGY, MULTIDISCIPLINARY"
0278-2626,Brain and Cognition,10.1016/j.bandc.2020.105675,2021,8,326,"PSYCHOLOGY, EXPERIMENTAL"
0885-2014,Cognitive Development,10.1016/j.cogdev.2020.100979,2021,8,449,"PSYCHOLOGY, DEVELOPMENTAL"
0167-8760,International Journal of Psychophysiology,10.1016/j.ijpsycho.2020.12.005,2021,6,258,PSYCHOLOGY
